Uniprot ID,Gene name,GTEx,Brain_RNA-Seq,HPA_RNA,HPA_IHC,HPA_Consensus,Tau Sum,scRNAseq Rank,scRNAseq Attribution,DT Mass Spec - Plasma,DT Mass Spec - CSF,DT Mass Spec - Neuron Culture,HPPP - Plasma,HPPP - EV,iPSC Proteomics,Guldbrandsen2014,Zhang2007,Macron2018,Schutzer2010,Begcevic2016,Thompson2020,Muraoka2020,Thompson2018,Chiasserini2014,DT Plasma EVs from 10 individuals,DT CSF EVs from 10 individuals,Sum in Mass Spec,Transmembrane
P47211,GALR1,0.8037857229258396,0.7577369373196723,0.9108298006944768,0.0,0.46669232037268643,2.939044781312675,9241,2.0788273607591537e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q96L42,KCNH8,0.7410570442263156,0.888539821569799,0.8969754563273342,0.8780798411984979,0.7429002481226965,4.147552411444643,16,0.0050558555134999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8TBJ4,PLPPR1,0.9362764311870071,0.7227809284422827,0.9012137275034747,1.0000000000000009,0.3879720829351057,3.948243170067871,359,0.0006864547977467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9UBN1,CACNG4,0.8534573936149946,0.7279531018230632,0.8752027687287464,0.9938090750983208,0.298999205618593,3.749421544883718,7434,3.080825443457107e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P57789,KCNK10,0.9409283255726935,0.8325107323341293,0.8467569199191888,0.8954687026876752,0.6331158035046213,4.1487804840183085,5016,5.28551766213454e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q86UP9,LHFPL3,0.9010679421965193,0.7343575306838555,0.9273814103986452,0.0,0.9627568843388323,3.525563767617852,662,0.0003823399644221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
A6NFC5,TMEM235,0.9939130854548619,0.9190017924076741,0.9776241283300111,0.0,0.5865090209316514,3.477048027124199,459,0.0005479954008137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9Y5H7,PCDHA5,0.8242797938902409,0.7792634063393791,0.9882973166196984,1.0000000000000009,0.8890561136936256,4.4808966305429445,20925,4.00608968330828e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9BZJ7,GPR62,0.8833331908142579,0.8688683317635981,0.9667004540965374,0.0,0.7064105008871935,3.425312477561587,3324,8.414748533715494e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9UF02,CACNG5,0.9922829896305585,0.86034653625517,0.9829175565774129,0.0,0.5290469983849395,3.3645940808480805,15306,3.276934312246918e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8WWX8,SLC5A11,0.9253579454119119,0.862670679306076,0.9388964637943159,0.0,0.27052290200230433,2.9974479905146083,124,0.0017310970149692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q96QU1,PCDH15,0.9149002324170172,0.7560534909239427,0.8766010962215933,0.0,0.9140495356565893,3.4616043552191424,1618,0.0001665816128457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q5VZY2,PLPP4,0.858104803672641,0.703813440656462,0.9581406256312603,1.0000000000000009,0.21496528183017805,3.7350241517905425,6412,3.831975441274032e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
A6BM72,MEGF11,0.9231713222746937,0.7642023379431129,0.9363523350016407,0.0,0.4337083814110968,3.0574343766305443,3932,6.959454517125228e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q96PE5,OPALIN,0.9982667185905405,0.7154010414871768,0.9757644472695117,1.0000000000000009,0.0,3.68943220734723,103,0.0019517465771366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q96DZ9,CMTM5,0.756860251459961,0.7932035057660245,0.863742336087502,0.9747969407428504,0.0,3.388603034056338,283,0.0008569518379942,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,True
Q16880,UGT8,0.7898144297409131,0.8439254987538303,0.7317891160529246,0.8449062960950673,0.5761560773002359,3.7865914179429714,31,0.0038596042157784,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,True
Q16653,MOG,0.9848563103877899,0.9349177050248629,0.980775841108912,0.9834099655050548,0.24542970880738454,4.129389530834004,58,0.0027893447778519,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4.0,True
P20916,MAG,0.9141888463089234,0.8977538592787593,0.948476203105746,0.9936393235490202,0.2176303427905522,3.971688575033001,117,0.0018304074349832,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,5.0,True
O15354,GPR37,0.8159073800953012,0.8313602460447558,0.898088514269953,0.9150187964864831,0.3133413193924144,3.773716256288907,174,0.0013425855107259,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,6.0,True
Q9ULX7,CA14,0.7887909238462198,0.7305212969116351,0.784487195318279,0.8907382449532193,0.2776766706700521,3.4722143316994054,6027,4.17968907332969e-05,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,8.0,True
